_id,Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
427,250910-125,2025-09-10T00:00:00,90009222536,Jaunsargu INSTRUKTORS,Vadība / Administrēšana,1700.000,2020.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426371982
428,250915-28,2025-09-15T00:00:00,90009222536,Jaunsargu INSTRUKTORS,Vadība / Administrēšana,1700.000,2020.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426711714
429,250915-59,2025-09-19T00:00:00,90009222536,Jaunsargu INSTRUKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1700.000,2020.000,"","",,2025-09-30T00:00:00,"","Dobeles iela 62A, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/426748688
430,250916-230,2025-09-16T00:00:00,90009222536,Jaunsargu INSTRUKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1700.000,2020.000,Viena vesela slodze,"",,2025-10-07T00:00:00,"","Lāčplēša iela 20, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/426947047
431,250918-132,2025-09-18T00:00:00,90001262812,BŪVINSPEKTORS,Būvniecība / Nekustamais īpašums,1900.000,1900.000,Viena vesela slodze,"",40,2025-10-27T00:00:00,"","Līvzemes iela 8, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427222203
432,250912-68,2025-09-12T00:00:00,90001262812,ĢEOINFORMĀTIKAS INŽENIERIS,Vadība / Administrēšana,1800.000,1800.000,Viena vesela slodze,"",40,2025-10-10T00:00:00,"","Līvzemes iela 8, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426599962
433,250806-154,2025-08-06T00:00:00,45403003245,AUTOBUSA VADĪTĀJS,Transports / Loģistika,950.000,1300.000,"",Summētais darba laiks,,2025-10-03T00:00:00,"","Akurāteri, Salas pag., Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422895734
434,250917-135,2025-09-17T00:00:00,40900030337,LABORANTS,Izglītība / Zinātne,798.000,798.000,Viena vesela slodze,Normālais darba laiks,,2025-10-15T00:00:00,"","Tautas iela 59, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/427082291
435,250910-154,2025-09-10T00:00:00,90009476367,Fondu GLABĀTĀJS (arhīvu jomā),Valsts pārvalde,1085.000,1205.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Slokas iela 16, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426390911
436,250911-15,2025-09-11T00:00:00,90000031705,VECĀKAIS GRĀMATVEDIS,Pakalpojumi,1370.000,1370.000,"","",,2025-10-09T00:00:00,"","Mazais ceļš 3, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/426428253
437,250911-16,2025-09-11T00:00:00,90000031705,PAŠVALDĪBAS POLICIJAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1132.000,1132.000,"","",,2025-10-09T00:00:00,"","Mazais ceļš 3, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/426429619
438,250911-18,2025-09-11T00:00:00,90000031705,PAŠVALDĪBAS POLICIJAS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,946.000,946.000,"","",,2025-10-09T00:00:00,"","Mazais ceļš 3, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/426430866
439,250911-19,2025-09-11T00:00:00,90000031705,PAŠVALDĪBAS POLICIJAS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1013.000,1013.000,"","",,2025-10-09T00:00:00,"","Mazais ceļš 3, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/426431661
440,250910-115,2025-09-10T00:00:00,41203022001,TRAKTORTEHNIKAS VADĪTĀJS,Cita,1060.000,1060.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-28T00:00:00,"","Liepājas iela 5, Skrunda, Kuldīgas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426367276
441,250910-114,2025-09-10T00:00:00,41203022001,GALVENAIS GRĀMATVEDIS,Pakalpojumi,1700.000,2100.000,Viena vesela slodze,Normālais darba laiks,,2025-09-28T00:00:00,"","Liepājas iela 5, Skrunda, Kuldīgas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426367046
442,250801-106,2025-08-01T00:00:00,40900035315,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,470.000,529.000,Nepilna slodze,Normālais darba laiks,20,2025-12-22T00:00:00,"","Ķiršu iela 10, Kandava, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422282202
443,250801-107,2025-08-01T00:00:00,40900035315,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,941.000,1058.000,Viena vesela slodze,Normālais darba laiks,,2025-12-22T00:00:00,"","Mežrozītes, Irlava, Irlavas pag., Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422282575
444,250917-27,2025-09-17T00:00:00,40900035315,SOCIĀLĀS PALĪDZĪBAS ORGANIZATORS,Veselības aprūpe / Sociālā aprūpe,941.000,1175.000,Viena vesela slodze,Normālais darba laiks,40,2025-10-01T00:00:00,"","Tidaholmas iela 1, Tukums, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426996786
445,250917-33,2025-09-17T00:00:00,40900035315,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1258.000,1523.000,Viena vesela slodze,Normālais darba laiks,,2025-10-01T00:00:00,"","Tidaholmas iela 1, Tukums, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427001071
446,250917-44,2025-09-17T00:00:00,40900035315,SOCIĀLAIS DARBINIEKS DARBAM AR ĢIMENI UN BĒRNIEM,Veselības aprūpe / Sociālā aprūpe,1384.000,1523.000,Viena vesela slodze,Normālais darba laiks,40,2025-10-01T00:00:00,"","Tidaholmas iela 1, Tukums, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427005767
447,250910-171,2025-09-10T00:00:00,90009251342,SOCIĀLAIS PEDAGOGS,Izglītība / Zinātne,730.000,760.000,Nepilna slodze,Normālais darba laiks,15,2025-09-30T00:00:00,"","Dzirnavu iela 50, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/426400012
448,250707-109,2025-07-07T00:00:00,40900009897,SAIMNIECĪBAS PĀRZINIS,Izglītība / Zinātne,615.800,615.800,Nepilna slodze,Nepilnais darba laiks,32,2025-09-30T00:00:00,"","Kurzemes prospekts 158, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420040482
449,250919-108,2025-09-19T00:00:00,40900009897,APKOPĒJS,Pakalpojumi,740.000,740.000,Viena vesela slodze,Normālais darba laiks,40,2025-10-06T00:00:00,"","Kurzemes prospekts 158, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427310819
450,250602-249,2025-06-02T00:00:00,40900009897,TEHNISKAIS STRĀDNIEKS,Izglītība / Zinātne,740.000,740.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Kurzemes prospekts 158, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416521302
451,250901-9,2025-09-01T00:00:00,90000072027,METODIĶIS,Izglītība / Zinātne,1221.000,1401.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425138846
452,250910-36,2025-09-10T00:00:00,90000072027,METODIĶIS,Izglītība / Zinātne,1221.000,1401.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-26T00:00:00,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426313165
453,250910-37,2025-09-10T00:00:00,90000072027,METODIĶIS,Izglītība / Zinātne,1221.000,1401.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-26T00:00:00,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426313946
454,250916-9,2025-09-16T00:00:00,90000072027,VECĀKAIS SAIMNIECĪBAS PĀRZINIS,Izglītība / Zinātne,1221.000,1401.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426840445
455,250919-81,2025-09-19T00:00:00,90000022064,VECĀKAIS GRĀMATVEDIS,Valsts pārvalde,1490.000,1693.000,Viena vesela slodze,Normālais darba laiks,,2025-10-05T00:00:00,"","Skolas iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427296413
456,250909-145,2025-09-09T00:00:00,90000022064,IEKŠĒJAIS AUDITORS,Valsts pārvalde,1900.000,2031.000,Viena vesela slodze,Normālais darba laiks,,2025-09-22T00:00:00,"","Skolas iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426229416
457,250911-92,2025-09-16T00:00:00,90000022064,JURISKONSULTS,Vadība / Administrēšana,2031.000,2031.000,Viena vesela slodze,Normālais darba laiks,,2025-10-01T00:00:00,"","Skolas iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426488417
458,250911-97,2025-09-16T00:00:00,90000022064,VECĀKAIS EKSPERTS,Vadība / Administrēšana,1900.000,2031.000,Viena vesela slodze,Normālais darba laiks,,2025-10-01T00:00:00,"","Skolas iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426493253
459,250828-32,2025-08-28T00:00:00,90000012723,REMONTSTRĀDNIEKS,Izglītība / Zinātne,390.000,390.000,Nepilna slodze,"",,2025-09-30T00:00:00,"","Parka iela 5, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/424891563
460,250903-69,2025-09-03T00:00:00,90000012723,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,890.000,890.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Parka iela 5, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425528786
461,250908-65,2025-09-08T00:00:00,90000012723,APKOPĒJS,Izglītība / Zinātne,740.000,740.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Parka iela 5, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426009228
462,250909-54,2025-09-09T00:00:00,90000024332,SABIEDRISKO ATTIECĪBU SPECIĀLISTS,Vadība / Administrēšana,1860.000,1860.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Zemgales iela 33, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426153554
463,250829-93,2025-08-29T00:00:00,90000012827,ARHITEKTS,Valsts pārvalde,2000.000,2400.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-26T00:00:00,"","Mazcenu aleja 35, Jaunmārupe, Mārupes pag., Mārupes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425040731
464,250901-171,2025-09-01T00:00:00,40003245752,KURJERS,Transports / Loģistika,1400.000,1400.000,Viena vesela slodze,Maiņu darbs,,2025-09-29T00:00:00,"","Tehnikas iela 3, Lidosta ""Rīga"", Mārupes pag., Mārupes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425252344
465,250915-145,2025-09-15T00:00:00,40003245752,GAISA KUĢA STJUARTS,Transports / Loģistika,1050.000,1650.000,Viena vesela slodze,Maiņu darbs,,2025-09-29T00:00:00,"","Tehnikas iela 3, Lidosta ""Rīga"", Mārupes pag., Mārupes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426803631
466,250919-123,2025-09-19T00:00:00,90011524360,GALVENAIS ENERĢĒTIĶIS,Vadība / Administrēšana,1485.000,1485.000,Viena vesela slodze,"",,2025-10-03T00:00:00,"","Brīvības iela 86, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427321447
467,250901-137,2025-09-01T00:00:00,90011524360,BĀRIŅTIESAS LOCEKLIS,Valsts pārvalde,1506.000,1637.000,Viena vesela slodze,Normālais darba laiks,,2025-09-26T00:00:00,"","Tērbatas iela 69, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425227576
468,250901-146,2025-09-01T00:00:00,90011524360,PSIHOLOGS,Valsts pārvalde,1391.000,1391.000,Viena vesela slodze,Normālais darba laiks,,2025-09-26T00:00:00,"","Tērbatas iela 69, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425230871
469,250904-49,2025-09-04T00:00:00,90011524360,PAŠVALDĪBAS IESTĀDES VADĪTĀJS /PRIEKŠNIEKS,Vadība / Administrēšana,2640.000,2706.000,Viena vesela slodze,Normālais darba laiks,,2025-09-24T00:00:00,"","Gaujas iela 19A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425671505
470,250912-147,2025-09-12T00:00:00,90011524360,Biroja VADĪTĀJS,Kultūra / Māksla,1491.000,1491.000,Viena vesela slodze,Normālais darba laiks,,2025-10-05T00:00:00,"","Jauniela 29A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426640854
471,250917-86,2025-09-17T00:00:00,90011524360,JURISKONSULTS,Vadība / Administrēšana,815.000,815.000,Nepilna slodze,"",20,2025-09-30T00:00:00,"","Anniņmuižas bulvāris 29, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427047612
472,250909-181,2025-09-10T00:00:00,90000058625,INTEREŠU PULCIŅA AUDZINĀTĀJS,Veselības aprūpe / Sociālā aprūpe,860.000,860.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-26T00:00:00,"","Ķieģeļu iela 7, Priekule, Dienvidkurzemes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426256929
473,250910-68,2025-09-10T00:00:00,90000058625,PROJEKTA VADĪTĀJS,Valsts pārvalde,1416.000,1416.000,Viena vesela slodze,Normālais darba laiks,,2025-10-01T00:00:00,"","Lielā iela 54, Grobiņa, Dienvidkurzemes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426338135
474,250910-162,2025-09-10T00:00:00,90000058625,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1202.000,1202.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-24T00:00:00,"","Lielā iela 74, Grobiņa, Dienvidkurzemes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426394334
475,250917-9,2025-09-17T00:00:00,90000058625,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1487.700,1487.700,Nepilna slodze,Normālais darba laiks,,2025-10-01T00:00:00,"","Skolas iela 5A, Durbe, Dienvidkurzemes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426984527
476,250917-148,2025-09-17T00:00:00,90000058625,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,352.500,352.500,Viena vesela slodze,Normālais darba laiks,,2025-10-03T00:00:00,"","Saules iela 5, Nīca, Nīcas pag., Dienvidkurzemes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427088987
477,250912-106,2025-09-12T00:00:00,90000051595,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,1175.000,1175.000,Viena vesela slodze,Normālais darba laiks,30,2025-09-26T00:00:00,"","Rūpniecības iela 13, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/426613611
478,250801-81,2025-08-01T00:00:00,40003219995,ZOBĀRSTS,Veselības aprūpe / Sociālā aprūpe,1813.000,3500.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Raiņa iela 98A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/422262324
479,250801-83,2025-08-01T00:00:00,40003219995,ZOBU HIGIĒNISTS,Veselības aprūpe / Sociālā aprūpe,1300.000,1300.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Raiņa iela 98A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/422263510
480,250806-107,2025-08-06T00:00:00,40003219995,NEIROLOGS,Veselības aprūpe / Sociālā aprūpe,1515.000,3500.000,Viena vesela slodze,Normālais darba laiks,,2025-10-01T00:00:00,"","Raiņa iela 98A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/422858939
481,250903-106,2025-09-03T00:00:00,40003219995,UROLOGS,Veselības aprūpe / Sociālā aprūpe,1515.000,3500.000,Viena vesela slodze,Normālais darba laiks,,2025-11-01T00:00:00,"","Raiņa iela 98A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/425564670
482,250903-102,2025-09-03T00:00:00,40003219995,Klīniskais un veselības PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,1515.000,1600.000,Viena vesela slodze,Normālais darba laiks,,2025-11-01T00:00:00,"","Raiņa iela 98A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/425563400
483,250917-45,2025-09-17T00:00:00,40003219995,AMBULATORĀS APRŪPES ĀRSTA PALĪGS,Veselības aprūpe / Sociālā aprūpe,1367.000,1367.000,Viena vesela slodze,Normālais darba laiks,,2025-11-30T00:00:00,"","Raiņa iela 98A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/427009142
484,250827-75,2025-08-27T00:00:00,40900010928,VIRTUVES DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,740.000,740.000,Viena vesela slodze,Normālais darba laiks,,2025-09-27T00:00:00,"","Kristapa iela 39, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424797472
485,250915-75,2025-09-15T00:00:00,40103280684,SANTEHNIĶIS,Ražošana,1600.000,1900.000,Viena vesela slodze,Normālais darba laiks,,2025-10-31T00:00:00,"","Institūta iela 14, Ulbroka, Stopiņu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426760172
486,250915-93,2025-09-15T00:00:00,40103280684,Ārējo ūdensapgādes un kanalizācijas tīklu MONTĒTĀJS,Ražošana,1700.000,1900.000,Viena vesela slodze,Normālais darba laiks,,2025-11-30T00:00:00,"",Ropažu nov.,https://cvvp.nva.gov.lv/#/pub/vakances/426769751
487,250812-4,2025-09-08T00:00:00,90000030574,PAVĀRS,Veselības aprūpe / Sociālā aprūpe,5.310,5.310,"",Summētais darba laiks,,2025-09-30T00:00:00,"","Kovārņu iela 20, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/423368051
488,250812-5,2025-09-08T00:00:00,90000030574,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,5.250,5.250,Viena vesela slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Kovārņu iela 20, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/423368629
489,250911-116,2025-09-11T00:00:00,90000597275,VECĀKAIS GRĀMATVEDIS,Vadība / Administrēšana,1600.000,1600.000,Viena vesela slodze,Normālais darba laiks,,2025-09-24T00:00:00,"","Smilšu iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426498334
490,250905-98,2025-09-08T00:00:00,90000064250,JURISTS,Jurisprudence / Tieslietas,1999.000,2166.000,Viena vesela slodze,Normālais darba laiks,,2025-10-04T00:00:00,"","Terēzes iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425868787
491,250918-71,2025-09-18T00:00:00,90000064250,GRĀMATVEDIS (TREŠĀ LĪMEŅA KVALIFIKĀCIJA),Bankas / Apdrošināšana / Finanses/Grāmatvedība,1388.000,1524.000,Viena vesela slodze,"",,2025-11-17T00:00:00,"","Brīvības gatve 266, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427168669
492,250801-174,2025-08-01T00:00:00,90001868844,SOCIĀLAIS AUDZINĀTĀJS,Veselības aprūpe / Sociālā aprūpe,1000.000,1000.000,Viena vesela slodze,Summētais darba laiks,40,2025-09-30T00:00:00,"","Ventspils šoseja 20A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/422328924
493,250612-176,2025-06-13T00:00:00,90000047782,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1775.000,1795.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Gaismas iela 9, Ķekava, Ķekavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417748856
494,250612-177,2025-06-13T00:00:00,90000047782,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1775.000,1795.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Gaismas iela 9, Ķekava, Ķekavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417748882
495,250612-178,2025-06-13T00:00:00,90000047782,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1775.000,1795.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Gaismas iela 9, Ķekava, Ķekavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417749178
496,250612-179,2025-06-13T00:00:00,90000047782,GLĀBĒJS,Izglītība / Zinātne,6.340,7.040,Nepilna slodze,Summētais darba laiks,,2025-09-30T00:00:00,"","Nākotnes iela 1A, Ķekava, Ķekavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417749251
497,250612-175,2025-06-13T00:00:00,90000047782,SPECIĀLAIS PEDAGOGS,Izglītība / Zinātne,1972.000,1994.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Gaismas iela 9, Ķekava, Ķekavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417748739
498,250915-9,2025-09-15T00:00:00,40003410894,GALVENAIS GRĀMATVEDIS,Bankas / Apdrošināšana / Finanses/Grāmatvedība,2500.000,2500.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Kastaņu iela 2, Ozolnieki, Ozolnieku pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426693626
499,250908-63,2025-09-08T00:00:00,90001800413,JURISTS,Valsts pārvalde,761.000,1059.000,Nepilna slodze,Nepilnais darba laiks,20,2025-09-23T00:00:00,"","Vaļņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426008251
500,250908-40,2025-09-08T00:00:00,90001800413,PROJEKTA VADĪTĀJS,Valsts pārvalde,1258.000,2118.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-23T00:00:00,"","Vaļņu iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425993768
501,250910-21,2025-09-10T00:00:00,90001800413,VECĀKAIS EKSPERTS,Valsts pārvalde,1522.000,2118.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-25T00:00:00,"","Vaļņu iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426289297
502,250911-124,2025-09-11T00:00:00,90001800413,VECĀKAIS EKSPERTS,Izglītība / Zinātne,1522.000,2118.000,"","",,2025-09-26T00:00:00,"","Vaļņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426504387
503,250917-147,2025-09-17T00:00:00,90001800413,PROJEKTA KOORDINATORS,Izglītība / Zinātne,1522.000,2118.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Vaļņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427088780
504,250917-174,2025-09-17T00:00:00,90001800413,FINANSISTS,Valsts pārvalde,1258.000,1800.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-26T00:00:00,"","Doma laukums 8A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427097845
505,250918-29,2025-09-18T00:00:00,90001800413,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJA VIETNIEKS /DIREKTORA VIETNIEKS (VALSTS PĀRVALDES JOMĀ),Izglītība / Zinātne,1522.000,2350.000,"","",,2025-09-26T00:00:00,"","Vaļņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427136631
506,250918-28,2025-09-18T00:00:00,90001800413,VECĀKAIS EKSPERTS,Izglītība / Zinātne,1522.000,2118.000,"","",,2025-09-26T00:00:00,"","Vaļņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427135046
507,250915-110,2025-09-15T00:00:00,90011543130,ĒKU KONSTRUKCIJU BŪVINŽENIERIS,Būvniecība / Nekustamais īpašums,1851.000,3000.000,Viena vesela slodze,Normālais darba laiks,,2025-10-05T00:00:00,"","Riharda Vāgnera iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426779248
508,250917-48,2025-09-17T00:00:00,90010643967,INSPEKTORS (IEKŠLIETU JOMĀ),Valsts pārvalde,1611.000,1790.000,Viena vesela slodze,Summētais darba laiks,40,2025-10-19T00:00:00,"","Rīga, Krišjāņa Valdemāra iela, 1A",https://cvvp.nva.gov.lv/#/pub/vakances/427012500
509,250917-50,2025-09-17T00:00:00,90010643967,VECĀKAIS INSPEKTORS (IEKŠLIETU JOMĀ),Valsts pārvalde,1942.000,2158.000,Viena vesela slodze,Summētais darba laiks,40,2025-10-19T00:00:00,"","Rīga, Krišjāņa Valdemāra iela, 1A",https://cvvp.nva.gov.lv/#/pub/vakances/427013840
510,250917-59,2025-09-17T00:00:00,90010643967,VECĀKAIS INSPEKTORS (IEKŠLIETU JOMĀ),Valsts pārvalde,1942.000,2158.000,Viena vesela slodze,Normālais darba laiks,40,2025-10-19T00:00:00,"","Rīga, Krišjāņa Valdemāra iela, 1A",https://cvvp.nva.gov.lv/#/pub/vakances/427018299
